Country,Latest_Score,Latest_Year,Forecast_2027,Change,Percent_Change
Liechtenstein,0.7940653270837945,2022,0.8289468994555039,0.03488157237170941,4.39
Latvia,0.7044944887066191,2022,0.7871345646507785,0.08264007594415934,11.73
Estonia,0.7177636280668126,2022,0.7841868209958033,0.06642319292899068,9.25
Bhutan,0.7242134897618991,2022,0.7733149932963627,0.04910150353446352,6.78
Sweden,0.7561736564518555,2022,0.7637832233132379,0.007609566861382366,1.01
Solomon Islands,0.6991283651708448,2022,0.7582998532455155,0.059171488074670764,8.46
Lithuania,0.6734800168083156,2022,0.7550018208840102,0.08152180407569465,12.1
S?o Tom? and Pr?ncipe,0.6288018349667757,2022,0.7545389038492659,0.12573706888249025,20.0
Iceland,0.7170182485287129,2022,0.7490837544621423,0.032065505933429383,4.47
Finland,0.7467687819098067,2022,0.745310888847739,-0.0014578930620676722,-0.2
Cambodia,0.668752232570929,2022,0.738235336602194,0.06948310403126501,10.39
Guatemala,0.6621536433338518,2022,0.7289112565952319,0.06675761326138008,10.08
South Korea,0.7101198765101813,2022,0.7264015000648146,0.016281623554633362,2.29
Tanzania,0.6317646932411739,2022,0.7219390305755475,0.09017433733437363,14.27
Costa Rica,0.6872777915222751,2022,0.72078223782455,0.03350444630227489,4.87
Norway,0.7562763338507725,2022,0.7179916132544173,-0.03828472059635524,-5.06
Peru,0.6770978166794568,2022,0.7145140450935726,0.03741622841411585,5.53
Uruguay,0.6729041180916037,2022,0.714198759617271,0.04129464152566731,6.14
Colombia,0.6568731120763021,2022,0.7122714523718028,0.055398340295500725,8.43
Slovenia,0.72159857628955,2022,0.707220588855133,-0.014377987434417094,-1.99
Panama,0.6781034606867258,2022,0.7058389455050846,0.027735484818358858,4.09
Denmark,0.6752075618631264,2022,0.7056063569157982,0.030398795052671845,4.5
Ireland,0.6600571463078698,2022,0.7055608378612186,0.04550369155334877,6.89
Honduras,0.6603995158052262,2022,0.7047166428913986,0.044317127086172414,6.71
Paraguay,0.6777353598774225,2022,0.7040195633786521,0.02628420350122962,3.88
Montenegro,0.6791971870168763,2022,0.7035363004874027,0.02433911347052642,3.58
Sri Lanka,0.6690609261281497,2022,0.7018486036501773,0.0327876775220276,4.9
Cuba,0.6674859212089366,2022,0.7004791124008355,0.03299319119189892,4.94
United States,0.6598673386881648,2022,0.6998569885802597,0.03998964989209486,6.06
Austria,0.7021250644917147,2022,0.6974736152448031,-0.004651449246911632,-0.66
New Zealand,0.6873330390684571,2022,0.6966266564907593,0.00929361742230217,1.35
Gabon,0.7078940109080347,2022,0.6964451551971305,-0.01144885571090426,-1.62
Japan,0.7001752095815629,2022,0.6960907595158231,-0.004084450065739764,-0.58
Nepal,0.6382028811185644,2022,0.69532143869704,0.057118557578475615,8.95
Switzerland,0.7043509547713825,2022,0.6951315599762652,-0.009219394795117353,-1.31
Luxembourg,0.7117165499751698,2022,0.6948090140840293,-0.01690753589114047,-2.38
Belarus,0.6442242704360482,2022,0.6947792298285655,0.05055495939251731,7.85
Laos,0.706092783477982,2022,0.6924270165358655,-0.01366576694211652,-1.94
Belize,0.6509606331583992,2022,0.688605737948888,0.03764510479048877,5.78
Ecuador,0.6727268850168152,2022,0.687752636990534,0.015025751973718804,2.23
Hungary,0.6389184168825334,2022,0.6865799687271495,0.04766155184461618,7.46
Seychelles,0.6653695375523906,2022,0.6858995897842104,0.020530052231819806,3.09
Trinidad and Tobago,0.6444263334776551,2022,0.6853611491454388,0.040934815667783675,6.35
Brazil,0.6897875485886085,2022,0.6852123660229814,-0.004575182565627056,-0.66
Zambia,0.6328850757830138,2022,0.6826580296330488,0.049772953850034996,7.86
North Korea,0.6127156709890036,2022,0.6811460712448898,0.0684304002558862,11.17
Bulgaria,0.6524146655113189,2022,0.6797971259844661,0.027382460473147185,4.2
Palau,0.6701356733470071,2022,0.6794920301367801,0.00935635678977298,1.4
Singapore,0.6784454113434379,2022,0.6793141589839887,0.0008687476405507821,0.13
Romania,0.6491415804090289,2022,0.6783820965317197,0.02924051612269074,4.5
Thailand,0.668415787896359,2022,0.6762030425525726,0.007787254656213549,1.17
North Macedonia,0.6176084645246834,2022,0.6754830758755228,0.05787461135083938,9.37
Poland,0.6578447873194723,2022,0.6746078335299662,0.01676304621049396,2.55
Malaysia,0.669226821599999,2022,0.6743340747877903,0.005107253187791261,0.76
Germany,0.661759531989738,2022,0.6722650119748707,0.010505479985132626,1.59
Togo,0.5689029944533328,2022,0.6715260066976685,0.10262301224433568,18.04
United Kingdom,0.6301225534839869,2022,0.6712166397719578,0.041094086287970844,6.52
Canada,0.6767423348744118,2022,0.6690240154653371,-0.0077183194090747476,-1.14
Vietnam,0.675490987273917,2022,0.6685126032030068,-0.006978384070910226,-1.03
Zimbabwe,0.5780246074596517,2022,0.6670370049389507,0.08901239747929901,15.4
Czech Republic,0.6489501380810205,2022,0.6655699249481727,0.016619786867152153,2.56
Maldives,0.6038482832341725,2022,0.663336678222451,0.059488394988278515,9.85
Nicaragua,0.6314388360049858,2022,0.6630586804353599,0.03161984443037402,5.01
Monaco,0.6884146230761082,2022,0.66168821096535,-0.026726412110758213,-3.88
Indonesia,0.6465273815085593,2022,0.6602872879700716,0.013759906461512372,2.13
Portugal,0.6882681280788838,2022,0.6602151369885637,-0.028052991090320112,-4.08
Suriname,0.6778069194223688,2022,0.6599518588325353,-0.01785506058983355,-2.63
Eswatini (Swaziland),0.5062171231424515,2022,0.656294315175758,0.1500771920333065,29.65
Slovakia,0.6348502717228124,2022,0.6557834723819316,0.02093320065911919,3.3
Moldova,0.6107428294454406,2022,0.6557565198430009,0.04501369039756031,7.37
Chile,0.6442322030544652,2022,0.6542404846040829,0.010008281549617748,1.55
Malta,0.6304533718986228,2022,0.6530390436990322,0.02258567180040938,3.58
Samoa,0.6871136993327355,2022,0.6518325889226413,-0.035281110410094185,-5.13
Cabo Verde,0.5782942510179783,2022,0.6513084400553589,0.07301418903738066,12.63
Georgia,0.6307214682620514,2022,0.6506047013658388,0.019883233103787368,3.15
Fiji,0.6406157939175638,2022,0.6498765203980784,0.00926072648051457,1.45
Philippines,0.6352539113382546,2022,0.6496537336890008,0.014399822350746216,2.27
Kiribati,0.590730352517919,2022,0.6491824876294386,0.05845213511151959,9.89
Democratic Republic of the Congo,0.6000925234970091,2022,0.6491026985043483,0.049010175007339174,8.17
Russia,0.6500140540897903,2022,0.6483351094628189,-0.0016789446269713793,-0.26
China,0.6400659901025114,2022,0.647337772540087,0.007271782437575536,1.14
Saudi Arabia,0.5996449490099205,2022,0.6455097754256025,0.045864826415682014,7.65
Mexico,0.6399936830990921,2022,0.6435402384205786,0.003546555321486511,0.55
Brunei,0.6850692084951608,2022,0.6407257294133183,-0.04434347908184255,-6.47
Guyana,0.649651150920529,2022,0.6390225003533999,-0.010628650567129139,-1.64
Morocco,0.5598807436921264,2022,0.6382568208470621,0.07837607715493577,14.0
Qatar,0.6574407107355769,2022,0.6366486657125766,-0.02079204502300025,-3.16
Cameroon,0.6281067580145431,2022,0.6365030190786701,0.008396261064127053,1.34
Croatia,0.6736041902072933,2022,0.636029059433201,-0.03757513077409236,-5.58
Italy,0.671146445945005,2022,0.6359463816076872,-0.035200064337317816,-5.24
Dominican Republic,0.6448126595895526,2022,0.6348667522621262,-0.009945907327426395,-1.54
Antigua and Barbuda,0.6124772495097854,2022,0.6342981336792181,0.02182088416943262,3.56
Turkey,0.6079535591250101,2022,0.6335095646233896,0.02555600549837944,4.2
Bahamas,0.618856218041554,2022,0.6319845253024984,0.013128307260944383,2.12
France,0.6450340609636992,2022,0.6316222055624359,-0.013411855401263328,-2.08
Madagascar,0.572988417858772,2022,0.6290431727066021,0.05605475484783018,9.78
Ghana,0.5934792875036878,2022,0.6280870855900667,0.034607798086378816,5.83
San Marino,0.6454498453358966,2022,0.6280283126023095,-0.017421532733587042,-2.7
Australia,0.6509798159670404,2022,0.6264021802589836,-0.02457763570805671,-3.78
Bosnia and Herzegovina,0.6530469016999417,2022,0.6261836911700229,-0.026863210529918802,-4.11
Mauritius,0.5962525193733333,2022,0.6258298290182054,0.02957730964487204,4.96
Tonga,0.5935293093395763,2022,0.6243165188402962,0.030787209500719892,5.19
Israel,0.6193035653437569,2022,0.6233095069075462,0.004005941563789306,0.65
Mongolia,0.5795747552625058,2022,0.6232208118883479,0.04364605662584209,7.53
Grenada,0.6176676621340732,2022,0.6228689765030959,0.005201314369022714,0.84
Guinea-Bissau,0.5951650731827798,2022,0.6220962371064762,0.026931163923696433,4.52
Serbia,0.6450538047134652,2022,0.6219144689384266,-0.023139335775038572,-3.59
Belgium,0.6384977836283338,2022,0.6199363577882832,-0.018561425840050605,-2.91
United Arab Emirates,0.6268820796176682,2022,0.6196626255598319,-0.007219454057836305,-1.15
Bolivia,0.6220054998402196,2022,0.6192598933875653,-0.0027456064526543145,-0.44
Spain,0.6601552769996456,2022,0.6185100524344004,-0.04164522456524522,-6.31
Bangladesh,0.5892095005102499,2022,0.6179736741577391,0.028764173647489177,4.88
Marshall Islands,0.6211278350278387,2022,0.6178089998016827,-0.0033188352261560583,-0.53
Jamaica,0.624489701069815,2022,0.6172663115575666,-0.007223389512248435,-1.16
India,0.5963771157524714,2022,0.6171876142894086,0.020810498536937172,3.49
Myanmar,0.6461778223785583,2022,0.6170868734649504,-0.02909094891360786,-4.5
Oman,0.5876707879866078,2022,0.6150436473717672,0.02737285938515943,4.66
Dominica,0.6305288558019093,2022,0.6150307994728659,-0.015498056329043441,-2.46
Kyrgyzstan,0.6126033554807649,2022,0.6137824775617177,0.0011791220809527214,0.19
Kazakhstan,0.5824985271310756,2022,0.6125346885817131,0.030036161450637477,5.16
El Salvador,0.6239902766464998,2022,0.6101983650035034,-0.013791911642996313,-2.21
Argentina,0.6009380907187369,2022,0.6101107659064541,0.009172675187717139,1.53
Liberia,0.6010653949130047,2022,0.609102623553599,0.008037228640594307,1.34
Burundi,0.5195202802621741,2022,0.6088615425766664,0.08934126231449224,17.2
Bahrain,0.6160258787991937,2022,0.6086033676772463,-0.007422511121947362,-1.2
Andorra,0.6135018178500976,2022,0.607046957161404,-0.006454860688693609,-1.05
Azerbaijan,0.5913527021512277,2022,0.6052309172072314,0.013878215056003729,2.35
Equatorial Guinea,0.5967508143538954,2022,0.6019134447723793,0.00516263041848386,0.87
Kuwait,0.617775537302349,2022,0.6018117824112035,-0.015963754891145543,-2.58
Albania,0.6559675812699057,2022,0.6005905908155017,-0.05537699045440403,-8.44
Venezuela,0.6240249404839764,2022,0.5983728029138577,-0.02565213757011864,-4.11
Uzbekistan,0.5800263995913135,2022,0.5948768583640047,0.0148504587726912,2.56
Vanuatu,0.5890060392285713,2022,0.5948023452582288,0.0057963060296575275,0.98
Eritrea,0.5723987460426919,2022,0.5913004802866145,0.018901734243922608,3.3
Iran,0.5484920901034371,2022,0.5906186419053926,0.04212655180195546,7.68
Armenia,0.5722414635103905,2022,0.589776203761977,0.017534740251586522,3.06
Papua New Guinea,0.585774074793812,2022,0.588920636806095,0.0031465620122829163,0.54
Netherlands,0.6327700441392914,2022,0.58601506864547,-0.04675497549382135,-7.39
Congo,0.5760515762087998,2022,0.5857368667579825,0.009685290549182768,1.68
Timor-Leste,0.6218579740869411,2022,0.585379517112327,-0.03647845697461405,-5.87
Barbados,0.5839668719822105,2022,0.5806081444735969,-0.003358727508613657,-0.58
Turkmenistan,0.5771353312361378,2022,0.5781867195796714,0.001051388343533577,0.18
Jordan,0.541023328903089,2022,0.5781303355005456,0.03710700659745658,6.86
Gambia,0.5224834289799929,2022,0.5765209685244992,0.0540375395445063,10.34
Mozambique,0.55023921779739,2022,0.5763467637936229,0.026107545996232884,4.74
Uganda,0.5849209137967054,2022,0.5748259701760129,-0.01009494362069252,-1.73
Lebanon,0.5345755150637985,2022,0.5745876172480872,0.040012102184288634,7.48
Rwanda,0.5400587724350565,2022,0.5738230696489073,0.03376429721385077,6.25
Kenya,0.5751665291028871,2022,0.5735086290344654,-0.0016579000684217027,-0.29
Tunisia,0.5394369311477494,2022,0.5704604816383518,0.03102355049060246,5.75
Botswana,0.5096308109715304,2022,0.5701738570707318,0.06054304609920136,11.88
Tuvalu,0.5624290629725829,2022,0.5653921035033552,0.002963040530772343,0.53
Pakistan,0.53824841587678,2022,0.5619919363376664,0.023743520460886458,4.41
Tajikistan,0.5908218300584215,2022,0.5612997883916332,-0.02952204166678829,-5.0
Guinea,0.4992158993637713,2022,0.5580706243581045,0.058854724994333196,11.79
Ukraine,0.5728599647558528,2022,0.5540679706208017,-0.01879199413505106,-3.28
Namibia,0.46079952042050404,2022,0.5524017913821959,0.09160227096169188,19.88
Haiti,0.5082408633219871,2022,0.5502677779982263,0.0420269146762392,8.27
Ethiopia,0.5558528495961546,2022,0.5499674054521702,-0.005885444143984397,-1.06
Afghanistan,0.42809587780351044,2022,0.5478314558961264,0.11973557809261592,27.97
Iraq,0.5167577470986431,2022,0.5468328471103444,0.030075100011701328,5.82
Malawi,0.4920555419984839,2022,0.545843893431367,0.053788351432883075,10.93
Mali,0.4833202452459424,2022,0.54378491045729,0.060464665211347635,12.51
Cyprus,0.6511795679971759,2022,0.54055048894593,-0.11062907905124586,-16.99
Mauritania,0.43996954936455673,2022,0.5379561599837733,0.0979866106192166,22.27
Algeria,0.5332498705114768,2022,0.5338599498982076,0.0006100793867308552,0.11
Nauru,0.5157693424362323,2022,0.5254016690738577,0.009632326637625366,1.87
C?te d'Ivoire,0.513521101511546,2022,0.5198933827803602,0.006372281268814284,1.24
Sudan,0.49765906148428934,2022,0.5173562958736734,0.019697234389384033,3.96
Angola,0.5341021392655417,2022,0.5162252906720801,-0.017876848593461614,-3.35
Somalia,0.4752011150408483,2022,0.509164765605256,0.033963650564407755,7.15
South Africa,0.4433264740639153,2022,0.5071217262738157,0.0637952522099004,14.39
Greece,0.6360703412736253,2022,0.5056082808808535,-0.13046206039277175,-20.51
Comoros,0.5533945548930203,2022,0.5035277475309368,-0.04986680736208349,-9.01
Burkina Faso,0.4514854490868676,2022,0.4988145813648185,0.04732913227795088,10.48
Nigeria,0.5444808868324261,2022,0.4979702308188412,-0.04651065601358495,-8.54
Central African Republic,0.47758189135568563,2022,0.4945771173160728,0.01699522596038716,3.56
Lesotho,0.42854833153592353,2022,0.4932894644326496,0.06474113289672606,15.11
Egypt,0.5247547311926761,2022,0.489176436481701,-0.03557829471097512,-6.78
Niger,0.4645619960004263,2022,0.4876056527929298,0.023043656792503475,4.96
Benin,0.5169582795172795,2022,0.4751953393538948,-0.041762940163384665,-8.08
Sierra Leone,0.5072876517434949,2022,0.46014754835918037,-0.04714010338431451,-9.29
Senegal,0.5592906246731252,2022,0.44632999348783536,-0.11296063118528982,-20.2
Libya,0.4599089071107492,2022,0.4334030628659496,-0.026505844244799626,-5.76
Djibouti,0.4318949452299769,2022,0.4262323338379439,-0.005662611392033001,-1.31
Yemen,0.4098297955378121,2022,0.4210873186942812,0.011257523156469051,2.75
Chad,0.40072656125056827,2022,0.3686924655527296,-0.03203409569783866,-7.99
Syria,0.5212374239712969,2022,0.3538552347372298,-0.1673821892340671,-32.11
South Sudan,0.34187792222701824,2022,0.31378211811620554,-0.028095804110812694,-8.22
